V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56
0.0266593582129979,0.0995020931899872,0.00121109203755017,-0.0105933808427005,0.0135347765985213,-0.076288996225053,0.130977379278153,-0.0215809409474646,-0.0921083248546171,-0.0301865896479988,0.058038493483138,0.0425668771000738,0.0777394500479151,0.0576064199382651,0.0538246808796287,0.24024050531117,-0.180118652856778,-0.0359114112848349,-0.0254682316515522,0.00121886647722053,-0.0819917400821006,-0.0308770098068343,0.0247632048656488,-0.0375115291294184,0.0685451443737308,-0.0398176934389247,-0.181819784348866,0.178508876633663,0.0611075031657266,0.0314943287943577,-0.000365977017174523,0.101065459562989,0.043794750880613,-0.0520636553040592,-0.0804346022474992,-0.0603943592537574,-0.0355756259278016,0.0826710664380899,-0.168690754267973,-0.0511115229755826,0.0395521602146438,-0.0705525858044347,0.0272177029635507,0.0503709455718555,0.0361107406319026,0.128673656398839,0.0660550511989531,-0.150196090721164,0.0260787788506807,-0.0430976633211217,0.204154394555125,-0.13654251217916,-0.0742117929066889,0.154718774686555,-0.071615936954498,0.112025597740367
-0.0303363122800813,-0.00799736708712097,0.0497588484111014,0.0230883993329449,-0.0469242809975548,0.0502526263519393,0.0572184439898748,0.0307354927076393,-0.000877330658636957,0.0197076414121472,0.0168819323393546,0.0184014902544782,-0.0823115662272332,-0.030395814353887,-0.0172457881275909,-0.0690798426231077,0.0499152850878397,0.0111287752167794,0.0201373677130217,0.000509113124175499,-0.00534292406541973,0.0152661205682452,-0.000865486625472279,0.00285955645940211,0.00483647518695461,-0.00418795363079552,-0.00131809136988496,-0.021631294453509,-0.0420613970200905,-0.0322812541559932,-0.0301401192537523,-0.0155276952638988,0.0215701488100833,-0.0212185062379782,7.46235893195496e-05,-3.41566672735575e-05,-0.0177849966588725,-0.0112521702006229,0.0186141794064725,0.00669621180969186,-0.0212001349960312,0.00689363746964018,0.0198538500318104,-0.0232593376608548,-0.00107185001770063,-0.0246399917656769,-0.0150138690003912,0.0131173477155382,-0.0128270714629276,0.0178863622510348,-0.0283692806873949,0.0151378305217985,0.0110937374041303,-0.0126396750874662,0.0119597192481459,-0.0172130626394007
-0.0321419593619255,0.0252786971852346,0.0315574599467189,0.0237394290555985,-0.00806664803891071,0.0756628718132605,0.000503994477957087,-0.0609145088163753,0.0457972013666894,0.0103193787788563,0.027211391560124,0.0195460206706771,-0.0628263790127365,-0.0309517855990453,-0.0126988257021202,-0.0822559223559634,0.055995231118026,0.00607440020557891,0.0391286510899707,-0.00178691719392017,0.00302790554945521,0.0130626044054356,-0.00221505193524009,-0.00119373812003511,0.00892635756176815,0.00652530108226812,-0.0144480882602105,-0.0132274742348685,-0.0396747951756437,-0.0284703794706881,-0.0348046588316416,-0.015905179483829,0.0262297242923204,-0.0170164809727394,0.00422044567078447,-0.00293766427762935,-0.0186127784720495,-0.0125870633023389,0.020501050033169,0.00229775033240207,-0.015315401850408,0.0109130578331518,0.0257211343955124,-0.0242078451476531,0.00115117469162012,-0.0243014112531511,-0.00980360785231382,0.00682509992224578,-0.00494610686082538,0.00655269505699741,-0.0299006441083892,0.0081927469844423,0.00709404967187474,-0.00791067599048154,0.0115715703440438,-0.0205387149732405
0.011199372396631,-0.0601435031974594,-0.0291603668056379,-0.0318103370205707,-0.00206719755275715,0.0344098797375769,0.0256859825863897,0.0725680254064117,-0.0130297349749702,-0.00617958357380636,-0.0301148839344561,-0.0353908762206227,-8.38892278560594e-05,0.0106698785037471,-0.0178002846959118,0.0020882980238477,0.00808453416162246,0.00474975900024385,-0.0317467138232143,0.005664346105987,0.0117798634627806,-0.00535103716671243,0.013197342483278,0.00437819329822079,-0.0331460959346912,-0.00225208995660334,0.0355607551574677,-0.0252473714686316,-0.00584287366374763,-0.0371343809626282,0.0132317925953679,0.00314680447848977,-0.0136493530626739,-0.000183701999901395,-0.00823647538115467,0.00683557534436525,0.00476075561364944,-0.00535212529527648,0.0160420311584334,0.00920341050225981,-0.00141977040452616,0.00757741323576348,-0.0175082133985245,0.00357403269850634,0.000529856169056459,-0.00307651579258073,-0.0079528564330268,0.0167923312990354,-0.00530480834047674,0.00881126231860495,-0.0192074755443928,0.0200508852727534,0.0128514174253745,-0.0234495568304279,0.00524959889132403,-0.0111237934035515
-0.00480898728288525,0.047685364647182,0.00548480761463677,0.0012065937145845,0.0417535495835419,0.0768231115895134,-0.0421773424565815,-0.176607695471943,0.0829762830300115,-0.0283097627917213,-0.0347725960869031,-0.0371299412493937,0.0267915594759688,0.0073963007212243,-0.0193579918068857,-0.017462083461958,0.0255820858988052,-0.0225157678441387,0.0237185990398654,-0.0118308715412369,0.043684728185401,-0.00511138309255978,-0.00886710043197012,-0.00742739726948485,-0.00344574279612411,0.0232223184642989,0.01458127583281,-0.000588942183053035,-0.00857665396663456,-0.0408951808701456,-0.00201609592970874,0.00887369535804809,-0.00865823713648317,-0.00263265537778474,0.00696852389839342,-0.0164887543433708,0.0054540235551027,-0.00921903527941226,0.0259103737745533,0.00949597036381485,0.00231421977227751,0.0228029747849255,-0.0147799004167459,-0.00518602895732741,0.006465433031801,0.00180607998476813,0.00420738498160141,0.00607224059408271,0.00310212646927576,-0.00524992634236589,-0.0199734555070058,-0.00200350046633532,0.0128345136660124,-0.0127895940908276,-0.0043499342938757,-0.0252431796463466
0.0170192471490637,-0.0847957591097555,-0.0196369533186787,-0.0265017650256242,-0.0282154429503913,-0.0135614666617618,-0.0134983777314293,0.0546466933099036,-0.0238426635203835,-0.0645875816966911,0.033843476759303,-0.106956098327654,-0.0616396310451496,0.0225875110254331,-0.0464373526495832,0.00452130710031268,0.00302513875669379,0.0211892584609927,-0.0523115769396848,0.0168936732199283,-0.00802251910075389,-0.00243769234346188,0.00958713254114701,0.0064755240160895,-0.0294360222120748,-0.0113715310438542,0.0295074580369299,-0.016322828407995,-0.0166555713785744,-0.0412073509473957,0.00670034953663105,-0.00408654071647957,-0.0148487856700124,-0.000491370715593718,0.00188242043054733,0.004827691263203,0.00378157922928611,-0.00689917994995908,0.0126083049531012,0.0108742103767494,-0.0121083184478526,0.0157501534984903,-0.0169212590791046,-0.00483449157601531,-0.0044840987430021,-0.00358587623733562,-0.00879454161575871,0.0172052163817606,-0.00787891769522902,0.00542215987215597,-0.0183683202899538,0.0308214418187951,-0.00145805845387726,-0.0186307088614707,0.00331131944950982,-0.0120652062436376
0.0102412268226954,-0.0227625509886971,-0.0398098197566899,-0.020450188333338,0.0132676950696566,-0.0373526691098687,-0.0890542133407066,-0.0242944000690094,0.0288090814507528,-0.0066713595550517,-0.00867586630787153,-0.0193779443054232,0.0283694884095227,0.00433628692725696,0.00155013415288254,-0.0196332185394394,0.00954636765943473,0.0102249436376932,-0.0136884699353606,0.00676080234422901,0.0119950778237201,-0.000124929953063645,-0.00117496959851602,0.00956676295686739,-0.0281969362567438,0.00541239519782559,0.0275122248135677,-0.014394182426039,-0.0125603554831242,-0.0404445121591995,0.0113671581943319,-0.00596147365754719,-0.0101513451977812,0.00254955074708743,0.00403286594457614,0.00192298051775789,0.0158630991981957,-0.00490331383927526,0.0144237547980091,0.00380567098473305,0.00725844686199561,0.00751971786270347,-0.00746492069242171,-0.00360454941861497,-0.00203294295135471,-0.00798026458369574,-0.00654293033497141,0.0174166285170088,0.00376017520529954,-0.00245335978767291,-0.0218709694995855,0.0137628924684639,0.00356865506202325,-0.0160789500973001,0.000236253285126132,-0.0130934651818465
0.00526885357817144,0.00599459286000571,-0.0417812977303187,-0.0150496413637054,0.0158932001310605,-0.0865541170192968,-0.107895599438066,-0.0115854919239077,0.0347862943965628,0.0606331252198787,-0.0615246685958156,0.0670556793006089,0.0988934206496984,-0.0133589659257608,0.0449906585298776,-0.030611664446336,0.00998765053198932,0.00431500382559422,0.00594335369201463,-0.00107603821337459,0.0236418451333191,0.0043913486001442,-0.0105875064284112,0.0167112964770825,-0.0310477326762263,0.0114830667264418,0.0386469884805311,-0.0208693566627234,-0.0108517414321209,-0.0434925480563085,0.020698506429922,-0.00745892237868458,-0.0101134802077871,0.00138844694452981,0.00203748937714002,0.00192177738266858,0.0287724009802824,-0.00157255462687554,0.0143523340162205,0.00113559307000651,0.0207404790262206,-0.00473013813659496,-0.00387586666944079,-0.00142609977441636,-0.00180481186902809,-0.0127132334425816,-0.00950158020226152,0.0239202884455493,0.00751830350372593,0.00100478774653563,-0.0238422552882228,0.00364942665548892,0.0125950563101793,-0.0182561904301142,-0.00245066397515543,-0.0107960717862154
0.00751996160067262,-0.0250518219169986,0.0433645468887122,0.00870610032630377,-0.0579175926134811,-0.023990957701236,0.0445791264004479,0.000238823117790095,-0.00929684032180667,-0.0341695178828258,-0.017494125335924,-0.0592982298482175,-0.0233575805085594,0.000445479033020403,-0.00945592699817763,0.0205442640500801,-0.00422795670514795,-0.0213407223076819,0.0258353679292162,-0.0256131969275072,0.0165711164124648,0.0070088938901099,-0.0368747391091013,0.00409860325572966,0.0625293079065512,0.0162639837745785,0.0384477178523372,-0.0304882606073549,0.102405449368685,0.254865883047811,0.0322053471359968,-0.0420978657661239,-0.0469409765893181,0.0947134029622372,0.072644308077536,0.0460488984162613,0.0251072193295328,-0.0250240192019886,0.0340014756595068,0.0111559404235229,-0.0128221646117719,0.0086026043529954,-0.0338677738653517,0.0194047025970066,-0.0288442478860377,-0.0211888844119667,0.00871427843031484,0.0357584283119612,-0.00346903231446265,0.00729578468227364,-0.012869004944912,0.024374935613847,-0.00112628180925529,-0.0251269808722112,0.0272116088354271,0.00420242845446335
-0.01062076083534,0.0222902544176221,-0.000988317287394185,0.0476647901565072,0.0587419407703147,0.00059971722492635,-0.00633939376603844,0.136794002686956,-0.0532139659136021,0.0794442497372128,0.0166068461190508,0.110583022625473,-0.00157487256157022,-0.0283353102702537,0.0226306964178806,-0.0483516430586057,0.0222103163475148,0.0220857610897732,0.00845165288572331,0.00926022260449855,-0.0153433533188666,0.00417308489869716,0.0130371742386373,0.00204272805554641,-0.0195647551531446,-0.0052777971752351,0.0133295438053181,-0.0357391661894888,-0.0272895644144758,-0.0224346052198101,-0.0168763028599724,-0.0220482821329634,0.0127675538810392,-0.00504503004579777,-0.00318959935964301,0.0182980116177751,-0.0117656768473255,-0.00586160474234089,0.012237250468507,-0.00355323488759784,-0.0069995155645477,-0.0047768350966405,0.0216252467307158,-0.0108313283324865,-0.00601925305725695,-0.0329935588966187,-0.0213673291721459,0.0130885095339816,-0.00603344735506063,0.00382789752355811,-0.0297529886852685,0.0225558533099066,0.016758703630227,-0.0198364424262554,0.0188764651699523,-0.00615453232059181
